Organization,Mission,Families,Educators,Workspace,Rank
ANCHORAGE MUSEUM ASSOCIATION,0.13138921,0.178657072,0.145448649,0.144414428,0.143781297
Nushagak Electric & Telephone Cooperative Inc,0.183800855,0.215448429,0.20497888,0.174115756,0.190990938
Eastern Aleutian Tribes Inc,0.169803668,0.2136726,0.182198015,0.150385316,0.175944489
Denali Family Services,0.09251061,0.10606671,0.10267034,0.096576947,0.097140971
Peninsula Community Health Services of Alaska Inc,0.140639063,0.205745974,0.170113406,0.137872226,0.155941466
The Arc of Anchorage,0.081991745,0.115213396,0.098846936,0.079582744,0.089936385
Aleutian Pribilof Island Community Development Association APICDA,0.174405981,0.216620415,0.18919351,0.156791513,0.180970564
Douglas Island Pink and Chum Incorporated,0.136730721,0.182774857,0.14997956,0.134528912,0.146245915
Anchorage Sportsplex Inc,0.158716661,0.194235823,0.179099409,0.153138772,0.167103998
Healthy Alaska Natives Foundation,0.076464818,0.097934925,0.094173114,0.09128032,0.085463802
International Brotherhood of Electrical Workers,0.24152697,0.295200566,0.26601862,0.223700203,0.251583383
Cook Inlet Housing Development Corp,0.117446911,0.152773465,0.145143084,0.114363816,0.12743685
Blood Bank of Alaska Inc,0.088095438,0.124747429,0.11404537,0.090181632,0.098876791
Community Connections Inc,0.128192047,0.163418658,0.147071978,0.131929537,0.137832719
Wildflower Court Inc,0.213251924,0.242411931,0.216803162,0.188089706,0.214510095
Presbyterian Hospitality House Inc,0.248815082,0.269027656,0.259028021,0.246202977,0.25345065
Otz Telephone Cooperative Inc,0.225379649,0.264637344,0.239322696,0.19836198,0.229743495
Catholic Social Services,0.092939314,0.117518414,0.114562209,0.104811071,0.102618273
Southern Southeast Regional Aquaculture Association,0.162062031,0.211742064,0.19517353,0.175611802,0.178118915
Naknek Electric Association Inc,0.300662434,0.327440419,0.327516567,0.297079257,0.309003924
Akeela Inc,0.197478818,0.237784893,0.208466652,0.175034602,0.2022871
Alaska Chadux Corporation Inc,0.212964225,0.263807306,0.240548104,0.190998764,0.222374475
ANCHORAGE CONVENTION & VISITORS BUREAU,0.246696336,0.275450975,0.26388488,0.243410459,0.253805887
Mat Su MatSu Health Services Inc,0.109627523,0.139318164,0.123700851,0.096423232,0.114720803
Sealaska Heritage Institute,0.476060023,0.523749569,0.480742597,0.484608934,0.486213528
Boys & Girls Clubs of Southcentral Alaska,0.103935875,0.107015231,0.091398242,0.098071859,0.101382159
JUNEAU YOUTH SERVICES INC,0.165712037,0.175927932,0.168610788,0.156260317,0.166322525
Mat Su MatSu Services for Children & Adults Inc,0.08013991,0.1238217,0.101303219,0.084420583,0.091660872
South Peninsula Behavioral Health Services Inc,0.142887089,0.185152015,0.154014757,0.125498497,0.148887756
Alaska Island Community Services,0.098948962,0.13939817,0.120865384,0.08857449,0.107614155
Nea Alaska Inc,0.084042276,0.103778455,0.085261159,0.076296833,0.086243879
Yukon Koyukuk YukonKoyukuk Elder Assisted Living Consortium,0.101495652,0.146125675,0.124911805,0.099214314,0.112456458
Access Alaska Inc,0.081525497,0.123793423,0.102646999,0.071043277,0.090343365
SEWARD ASSOCIATION FOR THE ADVANCEMENT OF MARINE SCIENCE,0.20816639,0.261662137,0.223156178,0.222195348,0.221918806
Cordova Electric Cooperative Inc,0.219979508,0.26672381,0.253670851,0.207444375,0.23129626
Frontier Community Services Inc,0.040862906,0.082819379,0.070974091,0.048251347,0.054105589
International Brotherhood of Teamsters,0.118331323,0.161833811,0.144440307,0.108230137,0.128249704
Alaska Insurance Guaranty Association,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
Yukon Delta Fisheries Development Association,0.117050021,0.153842871,0.137898854,0.104801894,0.124615614
Catholic Community Service Inc,0.154752859,0.189879043,0.180863486,0.158256864,0.165542995
United Way of Anchorage,0.038314621,0.064209638,0.062357442,0.053928515,0.04923991
Northern Southeast Regional Aquaculture Association Inc,0.146478554,0.186506517,0.182911615,0.145878657,0.159122075
Alaska State Fair Incorporated,0.113250955,0.135894411,0.115689816,0.106423346,0.116293406
Kotzebue Electric Association Inc,0.152551386,0.201496748,0.169610558,0.150782176,0.163257273
Jamhi Health & Wellness Inc,0.155419984,0.193989788,0.166717291,0.132317296,0.159880721
Camp Fire Alaska,0.172864767,0.206341325,0.220237571,0.213063796,0.193039499
NINE STAR ENTERPRISES INC,0.314067681,0.346826176,0.33797559,0.313433519,0.323406388
COVENANT HOUSE ALASKA,0.130631528,0.138592539,0.162255852,0.15752217,0.141710858
INTERIOR COMMUNITY HEALTH CENTER,0.087148847,0.136218401,0.113008586,0.089395747,0.100011546
The Foraker Group,0.240672335,0.286797621,0.256702782,0.248184118,0.252283588
CROSS ROAD HEALTH MINISTRIES INC,0.19905817,0.221939529,0.210141308,0.186668166,0.202653919
Sunshine Community Health Center Inc,0.10197705,0.135173753,0.123333953,0.092608781,0.10950794
Tongass Timber Trust,0.157873036,0.185479842,0.177740533,0.137449697,0.16238153
"Alaska Family Services, Inc.",0.103692317,0.133273785,0.114885283,0.087413877,0.107774983
Alaska Public Media,0.075516546,0.10772718,0.099907906,0.086891912,0.086846106
CHILD CARE CONNECTION INC,0.097097383,0.114089606,0.089471145,0.094516908,0.098228301
Kodiak Community Health Center,0.169447802,0.216353568,0.187148601,0.154133602,0.177663196
Coastalaska Inc,0.092784672,0.133758338,0.113977694,0.112988522,0.106513095
Helen E Snedden Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Alaska Christian College,0.098544909,0.126205793,0.09768469,0.111958455,0.105247278
Southeast Regional Resource Center Inc,nan,nan,nan,nan,#DIV/0!
Alaska Travel Industry Association Incorporated,0.120900055,0.158984512,0.137093138,0.115077162,0.12897583
American Federation of State County & Municipal Employees,0.250038747,0.240229935,0.254776145,0.246166265,0.248548098
CCS Early Learning,0.077152649,0.088754965,0.092994051,0.102160526,0.085894581
Valdez Fisheries Development Assoc,0.157161514,0.174590991,0.184346013,0.158073934,0.164749247
Inside Passage Electric Cooperative Incorporated,0.139343348,0.18737539,0.18274912,0.142993575,0.155191355
Center for Community Inc,0.131399532,0.175443189,0.150217334,0.128698808,0.141426321
Residential Youth Care Inc,0.096156351,0.116205983,0.108174462,0.089064628,0.100319021
Iliuliuk Family and Health Services Inc,0.243016771,0.279530459,0.264744498,0.2211846,0.249084978
Tanadgusix Corporation Health and Welfare Tr,0.142251882,0.17320032,0.158321373,0.117783441,0.14601013
Gastineau Human Services Corp,0.094163861,0.13612673,0.127760164,0.121885411,0.111377315
Family Outreach Center for Understanding Special Needs Inc,0.099133433,0.11991994,0.102007861,0.087126175,0.101075713
Alaska Public Utility Insurance Trust,0.172845784,0.215148283,0.182888412,0.14515945,0.176955583
Alaska Legal Services Corp.,0.056141011,0.101173242,0.083891425,0.058626623,0.06868572
Abused Women's Aid In Crisis Incorporated,0.20359907,0.232889396,0.2279727,0.199943261,0.211933761
Bethel Family Clinic,0.143367478,0.179980136,0.154656444,0.127825457,0.148760745
Alaska Primary Care Association,0.133496162,0.166089385,0.147990022,0.123725028,0.139715487
Alaska E Health EHealth Network Inc,0.122327665,0.176091737,0.14421947,0.108043057,0.13255621
Crossroads Counseling & Training Services,0.179401569,0.211095755,0.204380259,0.182148669,0.189304898
Iditarod Trail Committee Inc,0.363759106,0.393108733,0.377952162,0.379553912,0.373648688
kids' Corps Inc,0.043987273,0.050325878,0.046960826,0.050250475,0.046583166
Ciri Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Play N Learn Center Inc,0.230495563,0.213270856,0.220039268,0.241267358,0.227677362
Anchorage Concert Association Inc,0.135422654,0.176483234,0.146588484,0.146991353,0.146055172
Prince William Sound Science & Technology Institute,0.110124028,0.153835658,0.124179172,0.110961636,0.119891425
Juneau Community Foundation,0.08750973,0.125455838,0.107700056,0.101329696,0.099502463
American Federation of Teachers,0.149041416,0.19032351,0.175514551,0.130612717,0.157262504
Prince of Wales Hatchery Association Inc,0.109714697,0.156300383,0.135057397,0.115885021,0.122731149
Interior Alaska Center for Non- Violent Living,0.161130817,0.174971508,0.168774765,0.147541216,0.162446657
Atwood Foundation Incorporated,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Narcotic Drug Treatment Center Inc,0.245963993,0.288577435,0.26866749,0.24976823,0.257484189
Cook Inlet Native Head Start,0.141526992,0.16830974,0.143532353,0.143395477,0.146636424
Yuut Elitnaurviat Peoples ElitnaurviatPeoples Learning Center,0.087938908,0.125796277,0.089131269,0.079687667,0.093071989
Arctic Education Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Alaska Operating Engineers Employers Training Trust Fund,0.129025324,0.167808224,0.142620285,0.110377711,0.134647032
Anchorage Community YMCA,0.07872049,0.091544275,0.096460684,0.099222763,0.087231532
Bristol Bay Telephone Cooperative Inc,0.180563366,0.246269614,0.210387826,0.168299508,0.194441174
Set Free Alaska,0.11478812,0.147226402,0.132871072,0.101388407,0.12097504
Marine Exchange of Alaska Inc,0.159422336,0.220566575,0.188923035,0.149710919,0.172911256
Fairbanks Convention and Visitors Bureau,0.125350765,0.166798541,0.147883151,0.124072201,0.135801031
Regional Citizens Advisory Counsel,0.15448489,0.202014967,0.193610606,0.158407726,0.169581328
Cook Inlet Aquaculture Assoc,0.18916203,0.237837544,0.206679826,0.183779166,0.199297104
Doyon Foundation,0.190924236,0.233992374,0.224411028,0.196348022,0.204587355
Aleutia,0.083821395,0.131366543,0.11764031,0.098761868,0.099872151
Armstrong Keta ArmstrongKeta Incorporated,0.171420381,0.202928823,0.199666192,0.18765219,0.184084725
Programs for Infants and Children Inc PIC IncPIC Inc,0.10371978,0.104844681,0.112866576,0.106174305,0.105840817
Anchorage Education Association,0.075585686,0.101180554,0.074055549,0.074440313,0.079405579
Alaska Maritime Prevention and Response Network,0.124206287,0.160624146,0.156645511,0.117192798,0.134513553
Laborers International Union of North America,0.122949284,0.1735804,0.146149845,0.102301866,0.131813327
Alaska Community Development Corp,0.179991904,0.212881617,0.200890439,0.161445022,0.185865465
North Star Volunteer Fire Dept Inc,0.174280099,0.201076615,0.188226932,0.155699307,0.177973858
Easterseals Alaska,0.164366108,0.186495378,0.187747665,0.157404779,0.170791024
Kenai Peninsula Housing Initiatives Incorporated,0.153321965,0.184258672,0.177679523,0.144279411,0.161030584
Pacific Northern Academy Inc,0.138448147,0.1727592,0.136619279,0.163111939,0.147972477
Association of Alaska School Board,0.110415355,0.134143832,0.098036617,0.10203856,0.110910846
"Alaska Wildlife Conservation Center, Inc.",0.231990739,0.270802335,0.240526631,0.227866722,0.239194651
Alzheimer's Resource of Alaska,0.138370145,0.17709095,0.167370514,0.138006342,0.149596374
Special Education Service Agency A Public Agency,0.09124478,0.132169862,0.101165221,0.089524074,0.09943225
"Alaska Native Heritage Center, Inc.",0.155276018,0.195039309,0.160029426,0.165404757,0.164383591
Chugiak Senior Citizens Inc,0.155351553,0.183503194,0.165150039,0.131053988,0.15762698
Alaska Council of School Administrators,0.057718812,0.098335656,0.068726506,0.058188111,0.066401118
Retirement Community of Fairbanks,0.101765402,0.138373074,0.113191992,0.096963561,0.108970806
Homer Senior Citizens Incorporated,0.149764668,0.185611022,0.159892508,0.127324071,0.153686934
Alaska Geographic Association,0.095333447,0.137344772,0.107652451,0.096447318,0.104574147
Seaview Community Services,0.163986087,0.193870306,0.177904646,0.141665319,0.167566422
Alaska Electrical Pension Fund Real Estate Title Holding Corporation,0.221216147,0.231587359,0.249922878,0.213510879,0.226444926
Christian Health Associates,0.083156883,0.119854518,0.101878347,0.077070637,0.091379025
Alaska Conservation Foundation,0.136695576,0.186340279,0.153874959,0.140385623,0.148447932
Seward Community Health Center,0.11792058,0.173080293,0.140891535,0.10481345,0.128757836
Palmer Senior Citizens Center Inc,0.090458012,0.128559005,0.118681059,0.105156422,0.103961754
Sitka Counseling & Prevention Services Inc,0.261048151,0.262893583,0.265777611,0.246938407,0.259792342
"Alaska Center for the Performing Arts, Inc.",0.105544178,0.117226105,0.107787095,0.107073604,0.10811989
ALASKA HUMANITIES FORUM,0.087937701,0.123407238,0.099192043,0.102526517,0.098156484
Tlo TX3 Investments LLC,0.129014422,0.152479754,0.164843975,0.127946124,0.138718853
Aiding Women From Abuse and Rape Emergencies Inc,0.170998527,0.200325661,0.180169198,0.152606695,0.174349522
KOAHNIC BROADCAST CORPORATION,0.189586612,0.212852648,0.204616496,0.204842219,0.198511867
Connecting Ties Inc,0.06715482,0.108075065,0.092839288,0.063083305,0.07757702
Laborers International Union of North America,0.33078176,0.382213919,0.348611864,0.315183891,0.339725825
The Alaska Center Education Fund,0.094900488,0.124254473,0.115294841,0.111260311,0.105918515
THE TUNDRA WOMENS COALITION,0.106481844,0.14718653,0.12017885,0.103889871,0.115116797
Girl Scouts of Alaska,0.107982111,0.092849749,0.120261388,0.138668537,0.112621001
FIRST ALASKANS INSTITUTE,0.087217081,0.128057209,0.118610124,0.105134877,0.102242242
Alaska Federation of Natives,0.338479714,0.35249749,0.385353479,0.368621518,0.353651938
Calista Education and Culture Inc,0.073734677,0.091409232,0.085670199,0.080042141,0.079720934
Alaska Laborers Construction Industry Training Fund,0.245260826,0.269282935,0.225285143,0.211681969,0.240338754
Alaska Association of Conservation Districts,0.295375343,0.343466541,0.308125965,0.2890374,0.304459323
Kenai Peninsula Food Bank Inc,0.12045822,0.109250761,0.153912691,0.150042387,0.12909675
"Beans Cafe, Inc.",0.02583077,0.042614343,0.059619585,0.053155925,0.038813694
The Children's Place,0.091425091,0.100872872,0.101683313,0.10492749,0.096959825
Alaska Zoo,0.144396702,0.173533429,0.152889943,0.145411525,0.150837501
Denali Education Center,0.162565813,0.18920324,0.154637875,0.175370791,0.167818224
Kodiak Regional Aquaculture,0.246415419,0.297055004,0.261892794,0.2370236,0.255869609
ARCTIC RESEARCH CONSORTIUM OF THE UNITED STATES INCORPORATED,0.120652156,0.169293935,0.130856598,0.13104912,0.132192687
Juneau Economic Development Council,0.240400512,0.287716683,0.254059943,0.225230138,0.248034717
Alaska State Hospital & Nursing Home Association,0.069043826,0.109740001,0.091541235,0.061736121,0.078358139
Alaska Eskimo Whaling Commission,0.273759839,0.31193901,0.290064042,0.267736446,0.281836502
CO OCCURRING COOCCURRING DISORDERS INSTITUTE INC,0.106262863,0.113526644,0.120722358,0.115928784,0.111494396
Alaska Joint Electrical Apprenticeship and Training Trust,0.261498393,0.304151501,0.26328262,0.244183564,0.266018811
Health Care Cost Management Corporation of Alaska,0.172558014,0.202723848,0.187741551,0.139825939,0.174660897
SOUTHEAST ALASKA INDEPENDENT LIVING INC,0.078829794,0.110510093,0.095747777,0.085563725,0.08805183
Anchorage Hockey Association Ltd,0.184221143,0.204950089,0.190868493,0.191741624,0.190037272
Star of the North Secondary Charter School,0.14912947,0.160422839,0.135051037,0.151335324,0.149032935
Construction Education Foundatin Inc,0.114263642,0.153460969,0.111161684,0.102660354,0.118345656
Alaska Network on Domestic Violence and Sexual Assault Inc,0.090478759,0.12646291,0.118131003,0.095427625,0.101909636
Alaska Children's Trust,0.116813832,0.124682674,0.127348269,0.110725078,0.118866253
Bristol Bay Regional Seafood Development Association,0.135621415,0.18643258,0.170166761,0.141878799,0.150890397
Alaska Native Justice Center Inc,0.263028137,0.280298382,0.269963945,0.254300261,0.265607833
Alaska Arts Southeast Inc,0.160454277,0.190218889,0.147756151,0.142544689,0.16031376
Alaska School Activities Association Inc,0.199732372,0.226318419,0.173012045,0.184766593,0.197215695
Partners for Progress,0.13584941,0.172762701,0.154894088,0.130448979,0.144275666
Tyonek Tribal Conservation District,0.140952162,0.185474811,0.14903993,0.148383547,0.150959129
The Alaska Center,0.150300165,0.192852195,0.158515777,0.139293285,0.156926959
Alaska Works Partnership Inc,0.098518894,0.143050299,0.121557371,0.110998817,0.111860528
